EmployeeNumber,Age,DailyRate,DistanceFromHome,EmployeeCount,HourlyRate,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,StandardHours,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Education,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,RelationshipSatisfaction,StockOptionLevel,WorkLifeBalance,BusinessTravel,Department,EducationField,Gender,JobRole,MaritalStatus,Over18,OverTime,Attrition
1263,48.0,715.0,1.0,1.0,76.0,18265.0,8733.0,6.0,12.0,3.0,80.0,25.0,3.0,1.0,0.0,0.0,0.0,3,4,2,5,4,3,0,4,Travel_Rarely,Research & Development,Life Sciences,Male,Research Director,Single,Y,No,0
1264,29.0,694.0,1.0,1.0,87.0,16124.0,3423.0,3.0,14.0,3.0,80.0,9.0,2.0,7.0,7.0,1.0,7.0,3,4,2,4,4,2,2,2,Travel_Rarely,Research & Development,Life Sciences,Female,Research Director,Divorced,Y,No,0
1265,34.0,1320.0,20.0,1.0,89.0,2585.0,21643.0,0.0,17.0,3.0,80.0,2.0,5.0,1.0,0.0,0.0,0.0,3,3,4,1,3,4,0,2,Travel_Rarely,Research & Development,Technical Degree,Female,Research Scientist,Married,Y,No,0
1267,44.0,1099.0,5.0,1.0,88.0,18213.0,8751.0,7.0,11.0,3.0,80.0,26.0,5.0,22.0,9.0,3.0,10.0,3,2,3,5,2,3,1,3,Travel_Rarely,Sales,Marketing,Male,Manager,Married,Y,No,0
1268,33.0,536.0,10.0,1.0,82.0,8380.0,21708.0,0.0,14.0,3.0,80.0,10.0,3.0,9.0,8.0,0.0,8.0,5,4,4,3,3,4,2,3,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,Y,Yes,0
1269,19.0,265.0,25.0,1.0,57.0,2994.0,21221.0,1.0,12.0,3.0,80.0,1.0,2.0,1.0,0.0,0.0,1.0,3,2,4,1,4,4,0,3,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Single,Y,Yes,0
1270,23.0,373.0,1.0,1.0,47.0,1223.0,16901.0,1.0,22.0,4.0,80.0,1.0,2.0,1.0,0.0,0.0,1.0,2,4,3,1,3,4,1,3,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,Y,No,0
1273,25.0,599.0,24.0,1.0,73.0,1118.0,8040.0,1.0,14.0,3.0,80.0,1.0,4.0,1.0,0.0,1.0,0.0,1,3,1,1,4,4,0,3,Travel_Frequently,Sales,Life Sciences,Male,Sales Representative,Single,Y,Yes,1
1275,26.0,583.0,4.0,1.0,53.0,2875.0,9973.0,1.0,20.0,4.0,80.0,8.0,2.0,8.0,5.0,2.0,2.0,2,3,3,1,4,2,0,2,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Single,Y,Yes,0
1277,45.0,1449.0,2.0,1.0,94.0,18824.0,2493.0,2.0,16.0,3.0,80.0,26.0,2.0,24.0,10.0,1.0,11.0,3,1,1,5,2,1,0,3,Travel_Rarely,Sales,Marketing,Female,Manager,Single,Y,Yes,1
1278,55.0,177.0,8.0,1.0,37.0,13577.0,25592.0,1.0,15.0,3.0,80.0,34.0,3.0,33.0,9.0,15.0,0.0,1,4,2,4,2,4,1,3,Non-Travel,Research & Development,Medical,Male,Healthcare Representative,Divorced,Y,Yes,0
1279,21.0,251.0,10.0,1.0,45.0,2625.0,25308.0,1.0,20.0,4.0,80.0,2.0,2.0,2.0,2.0,2.0,2.0,2,1,2,1,3,3,0,1,Travel_Frequently,Research & Development,Life Sciences,Female,Laboratory Technician,Single,Y,No,1
1280,46.0,168.0,4.0,1.0,33.0,18789.0,9946.0,2.0,14.0,3.0,80.0,26.0,2.0,11.0,4.0,0.0,8.0,2,4,2,5,2,3,1,3,Travel_Rarely,Sales,Marketing,Female,Manager,Married,Y,No,0
1281,34.0,131.0,2.0,1.0,86.0,4538.0,6039.0,0.0,12.0,3.0,80.0,4.0,3.0,3.0,2.0,0.0,2.0,3,3,3,2,1,4,0,3,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Single,Y,Yes,0
1282,51.0,237.0,9.0,1.0,83.0,19847.0,19196.0,4.0,24.0,4.0,80.0,31.0,5.0,29.0,10.0,11.0,10.0,3,4,3,5,2,1,1,2,Travel_Frequently,Sales,Life Sciences,Male,Manager,Divorced,Y,Yes,0
1283,59.0,1429.0,18.0,1.0,67.0,10512.0,20002.0,6.0,12.0,3.0,80.0,25.0,6.0,9.0,7.0,5.0,4.0,4,4,3,3,4,4,0,2,Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Single,Y,No,0
1285,34.0,135.0,19.0,1.0,46.0,4444.0,22534.0,4.0,13.0,3.0,80.0,15.0,2.0,11.0,8.0,5.0,10.0,3,3,3,2,2,3,2,4,Travel_Frequently,Research & Development,Medical,Female,Laboratory Technician,Divorced,Y,No,0
1286,28.0,791.0,1.0,1.0,44.0,2154.0,6842.0,0.0,11.0,3.0,80.0,5.0,2.0,4.0,2.0,0.0,2.0,4,4,3,1,3,3,0,2,Travel_Frequently,Research & Development,Medical,Male,Laboratory Technician,Single,Y,Yes,0
1288,44.0,1199.0,4.0,1.0,92.0,19190.0,17477.0,1.0,14.0,3.0,80.0,26.0,4.0,25.0,9.0,14.0,13.0,2,3,4,5,1,4,2,2,Travel_Rarely,Research & Development,Life Sciences,Male,Manager,Divorced,Y,No,0
1289,34.0,648.0,11.0,1.0,56.0,4490.0,21833.0,4.0,11.0,3.0,80.0,14.0,5.0,10.0,9.0,1.0,8.0,3,3,2,2,2,4,2,4,Travel_Frequently,Human Resources,Life Sciences,Male,Human Resources,Married,Y,No,0
1291,35.0,735.0,6.0,1.0,66.0,3506.0,6020.0,0.0,14.0,3.0,80.0,4.0,3.0,3.0,2.0,2.0,2.0,1,3,3,1,3,4,0,3,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,Y,Yes,0
1292,42.0,603.0,7.0,1.0,78.0,2372.0,5628.0,6.0,16.0,3.0,80.0,18.0,2.0,1.0,0.0,0.0,0.0,4,2,4,2,2,4,0,3,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Married,Y,Yes,0
1293,43.0,531.0,4.0,1.0,56.0,10231.0,20364.0,3.0,14.0,3.0,80.0,23.0,3.0,21.0,7.0,15.0,17.0,4,4,2,3,4,4,0,4,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Single,Y,No,0
1294,36.0,429.0,2.0,1.0,53.0,5410.0,2323.0,9.0,11.0,3.0,80.0,18.0,2.0,16.0,14.0,5.0,12.0,4,3,3,2,2,4,0,3,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Single,Y,Yes,0
1295,44.0,621.0,15.0,1.0,73.0,7978.0,14075.0,1.0,11.0,3.0,80.0,10.0,2.0,10.0,7.0,0.0,5.0,3,1,3,3,4,4,1,3,Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Married,Y,No,1
1296,28.0,193.0,2.0,1.0,52.0,3867.0,14222.0,1.0,12.0,3.0,80.0,2.0,2.0,2.0,2.0,2.0,2.0,3,4,2,1,4,2,1,3,Travel_Frequently,Research & Development,Life Sciences,Male,Laboratory Technician,Married,Y,Yes,0
1297,51.0,968.0,6.0,1.0,40.0,2838.0,4257.0,0.0,14.0,3.0,80.0,8.0,6.0,7.0,0.0,7.0,7.0,2,2,2,1,3,2,0,2,Travel_Frequently,Research & Development,Medical,Female,Laboratory Technician,Single,Y,No,0
1298,30.0,879.0,9.0,1.0,72.0,4695.0,12858.0,7.0,18.0,3.0,80.0,10.0,3.0,8.0,4.0,1.0,7.0,2,3,3,2,3,3,0,3,Non-Travel,Research & Development,Medical,Female,Manufacturing Director,Single,Y,Yes,0
1299,29.0,806.0,7.0,1.0,39.0,3339.0,17285.0,3.0,13.0,3.0,80.0,10.0,2.0,7.0,7.0,7.0,7.0,3,2,3,1,3,1,2,3,Travel_Rarely,Research & Development,Technical Degree,Female,Laboratory Technician,Divorced,Y,Yes,1
1301,28.0,640.0,1.0,1.0,84.0,2080.0,4732.0,2.0,11.0,3.0,80.0,5.0,2.0,3.0,2.0,1.0,2.0,3,4,3,1,1,2,0,2,Travel_Rarely,Research & Development,Technical Degree,Male,Research Scientist,Single,Y,No,0
1303,25.0,266.0,1.0,1.0,40.0,2096.0,18830.0,1.0,18.0,3.0,80.0,2.0,3.0,2.0,2.0,2.0,1.0,3,4,3,1,2,4,0,2,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Single,Y,No,0
1304,32.0,604.0,8.0,1.0,56.0,6209.0,11693.0,1.0,15.0,3.0,80.0,10.0,4.0,10.0,7.0,0.0,8.0,3,3,4,2,4,3,2,4,Travel_Rarely,Sales,Medical,Male,Sales Executive,Married,Y,No,0
1306,45.0,364.0,25.0,1.0,83.0,18061.0,13035.0,3.0,22.0,4.0,80.0,22.0,4.0,0.0,0.0,0.0,0.0,3,2,3,5,2,3,0,3,Travel_Frequently,Research & Development,Medical,Female,Manager,Single,Y,No,0
1307,39.0,412.0,13.0,1.0,94.0,17123.0,17334.0,6.0,13.0,3.0,80.0,21.0,4.0,19.0,9.0,15.0,2.0,4,3,2,4,2,4,2,3,Travel_Rarely,Research & Development,Medical,Female,Manager,Divorced,Y,Yes,0
1308,58.0,848.0,23.0,1.0,88.0,2372.0,26076.0,1.0,12.0,3.0,80.0,2.0,3.0,2.0,2.0,2.0,2.0,4,1,3,1,3,4,2,3,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Divorced,Y,No,0
1309,32.0,1089.0,7.0,1.0,79.0,4883.0,22845.0,1.0,18.0,3.0,80.0,10.0,3.0,10.0,4.0,1.0,1.0,2,4,3,2,3,1,1,3,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,Y,No,1
1310,39.0,360.0,23.0,1.0,93.0,3904.0,22154.0,0.0,13.0,3.0,80.0,6.0,2.0,5.0,2.0,0.0,3.0,3,3,3,1,1,1,0,3,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Single,Y,No,1
1311,30.0,1138.0,6.0,1.0,48.0,4627.0,23631.0,0.0,12.0,3.0,80.0,10.0,6.0,9.0,2.0,6.0,7.0,3,1,2,2,4,1,1,3,Travel_Rarely,Research & Development,Technical Degree,Female,Laboratory Technician,Married,Y,No,0
1312,36.0,325.0,10.0,1.0,63.0,7094.0,5747.0,3.0,12.0,3.0,80.0,10.0,0.0,7.0,7.0,1.0,7.0,4,4,3,3,3,1,0,3,Travel_Rarely,Research & Development,Technical Degree,Female,Healthcare Representative,Married,Y,No,0
1314,46.0,991.0,1.0,1.0,44.0,3423.0,22957.0,6.0,12.0,3.0,80.0,10.0,3.0,7.0,6.0,5.0,7.0,2,4,3,1,1,3,0,4,Travel_Rarely,Human Resources,Life Sciences,Female,Human Resources,Single,Y,No,0
1315,28.0,1476.0,1.0,1.0,55.0,6674.0,16392.0,0.0,11.0,3.0,80.0,10.0,6.0,9.0,8.0,7.0,5.0,3,3,1,2,4,1,3,3,Non-Travel,Research & Development,Life Sciences,Female,Laboratory Technician,Married,Y,No,0
1317,50.0,1322.0,28.0,1.0,43.0,16880.0,22422.0,4.0,11.0,3.0,80.0,25.0,2.0,3.0,2.0,1.0,2.0,3,4,3,4,1,2,0,3,Travel_Rarely,Research & Development,Life Sciences,Female,Research Director,Married,Y,Yes,0
1318,40.0,299.0,25.0,1.0,57.0,9094.0,17235.0,2.0,12.0,3.0,80.0,9.0,2.0,5.0,4.0,1.0,0.0,4,4,2,3,2,3,0,3,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Single,Y,Yes,1
1319,52.0,1030.0,5.0,1.0,64.0,8446.0,21534.0,9.0,19.0,3.0,80.0,10.0,2.0,8.0,7.0,7.0,7.0,3,2,3,3,2,3,0,2,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Single,Y,Yes,1
1321,30.0,634.0,17.0,1.0,95.0,11916.0,25927.0,1.0,23.0,4.0,80.0,9.0,2.0,9.0,1.0,0.0,8.0,4,2,3,3,1,4,2,3,Travel_Rarely,Research & Development,Medical,Female,Manager,Married,Y,Yes,0
1322,39.0,524.0,18.0,1.0,32.0,4534.0,13352.0,0.0,11.0,3.0,80.0,9.0,6.0,8.0,7.0,1.0,7.0,2,1,3,2,3,1,0,3,Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Single,Y,No,0
1324,31.0,587.0,2.0,1.0,57.0,9852.0,8935.0,1.0,19.0,3.0,80.0,10.0,5.0,10.0,8.0,9.0,6.0,4,4,3,3,3,1,1,2,Non-Travel,Sales,Life Sciences,Female,Sales Executive,Divorced,Y,Yes,0
1329,41.0,256.0,10.0,1.0,40.0,6151.0,22074.0,1.0,13.0,3.0,80.0,19.0,4.0,19.0,2.0,11.0,9.0,2,3,1,2,2,1,0,3,Non-Travel,Sales,Medical,Male,Sales Executive,Single,Y,No,0
1331,31.0,1060.0,1.0,1.0,54.0,2302.0,8319.0,1.0,11.0,3.0,80.0,3.0,2.0,3.0,2.0,2.0,2.0,3,4,3,1,2,1,0,4,Travel_Frequently,Sales,Life Sciences,Female,Sales Representative,Single,Y,Yes,1
1333,44.0,935.0,3.0,1.0,89.0,2362.0,14669.0,4.0,12.0,3.0,80.0,10.0,4.0,3.0,2.0,1.0,2.0,3,1,3,1,1,3,0,4,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,Y,No,1
1334,42.0,495.0,2.0,1.0,37.0,17861.0,26582.0,0.0,13.0,3.0,80.0,21.0,3.0,20.0,8.0,2.0,10.0,1,3,3,4,3,4,0,2,Non-Travel,Research & Development,Life Sciences,Male,Manager,Married,Y,Yes,0
1336,55.0,282.0,2.0,1.0,58.0,19187.0,6992.0,4.0,14.0,3.0,80.0,23.0,5.0,19.0,9.0,9.0,11.0,2,4,1,5,3,4,1,3,Travel_Rarely,Research & Development,Medical,Female,Manager,Married,Y,No,0
1338,56.0,206.0,8.0,1.0,99.0,19717.0,4022.0,6.0,14.0,3.0,80.0,36.0,4.0,7.0,3.0,7.0,7.0,4,4,3,5,2,1,0,3,Travel_Rarely,Human Resources,Life Sciences,Male,Manager,Single,Y,No,0
1340,40.0,458.0,16.0,1.0,74.0,3544.0,8532.0,9.0,16.0,3.0,80.0,6.0,0.0,4.0,2.0,0.0,0.0,2,3,3,1,3,2,1,3,Non-Travel,Research & Development,Life Sciences,Male,Research Scientist,Divorced,Y,No,0
1344,34.0,943.0,9.0,1.0,86.0,8500.0,5494.0,0.0,11.0,3.0,80.0,10.0,0.0,9.0,7.0,1.0,6.0,3,4,3,3,4,4,1,2,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Divorced,Y,No,0
1346,40.0,523.0,2.0,1.0,98.0,4661.0,22455.0,1.0,13.0,3.0,80.0,9.0,4.0,9.0,8.0,8.0,8.0,3,3,3,2,4,3,0,3,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Single,Y,No,0
1349,41.0,1018.0,1.0,1.0,66.0,4103.0,4297.0,0.0,17.0,3.0,80.0,10.0,2.0,9.0,3.0,1.0,7.0,3,3,3,2,1,4,1,3,Travel_Frequently,Sales,Marketing,Female,Sales Executive,Divorced,Y,No,0
1350,35.0,482.0,4.0,1.0,87.0,4249.0,2690.0,1.0,11.0,3.0,80.0,9.0,3.0,9.0,6.0,1.0,1.0,4,3,3,2,3,2,0,3,Travel_Frequently,Research & Development,Life Sciences,Male,Research Scientist,Single,Y,Yes,0
1352,51.0,770.0,5.0,1.0,84.0,14026.0,17588.0,1.0,11.0,3.0,80.0,33.0,2.0,33.0,9.0,0.0,10.0,3,3,3,4,2,2,1,3,Travel_Rarely,Human Resources,Life Sciences,Male,Manager,Divorced,Y,Yes,0
1355,38.0,1009.0,2.0,1.0,31.0,6893.0,19461.0,3.0,15.0,3.0,80.0,11.0,3.0,7.0,7.0,1.0,7.0,2,2,3,2,1,4,1,3,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Divorced,Y,No,0
1356,34.0,507.0,15.0,1.0,66.0,6125.0,23553.0,1.0,12.0,3.0,80.0,10.0,6.0,10.0,8.0,9.0,6.0,2,3,3,2,1,4,0,4,Travel_Rarely,Sales,Medical,Female,Sales Executive,Single,Y,No,0
1358,25.0,882.0,19.0,1.0,67.0,3669.0,9075.0,3.0,11.0,3.0,80.0,7.0,6.0,3.0,2.0,1.0,2.0,1,4,3,1,4,3,3,2,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,Y,No,0
1360,58.0,601.0,7.0,1.0,53.0,10008.0,12023.0,7.0,14.0,3.0,80.0,31.0,0.0,10.0,9.0,5.0,9.0,4,3,2,3,1,4,0,2,Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Married,Y,Yes,1
1361,40.0,329.0,1.0,1.0,88.0,2387.0,6762.0,3.0,22.0,4.0,80.0,7.0,3.0,4.0,2.0,0.0,3.0,4,2,3,1,2,3,1,3,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,Y,No,0
1362,36.0,607.0,7.0,1.0,83.0,4639.0,2261.0,2.0,16.0,3.0,80.0,17.0,2.0,15.0,7.0,6.0,13.0,3,1,4,2,1,4,1,2,Travel_Frequently,Sales,Marketing,Female,Sales Executive,Married,Y,No,0
1363,48.0,855.0,4.0,1.0,54.0,7898.0,18706.0,1.0,11.0,3.0,80.0,11.0,2.0,10.0,9.0,0.0,8.0,3,4,3,3,4,3,0,3,Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Single,Y,No,0
1364,27.0,1291.0,11.0,1.0,98.0,2534.0,6527.0,8.0,14.0,3.0,80.0,5.0,4.0,1.0,0.0,0.0,0.0,3,3,4,1,4,2,1,3,Travel_Rarely,Sales,Medical,Female,Sales Representative,Married,Y,No,0
1367,51.0,1405.0,11.0,1.0,82.0,13142.0,24439.0,3.0,16.0,3.0,80.0,29.0,1.0,5.0,2.0,0.0,3.0,2,4,2,4,2,2,0,2,Travel_Rarely,Research & Development,Technical Degree,Female,Manufacturing Director,Single,Y,No,0
1368,18.0,1124.0,1.0,1.0,97.0,1611.0,19305.0,1.0,15.0,3.0,80.0,0.0,5.0,0.0,0.0,0.0,0.0,3,4,3,1,4,3,0,4,Non-Travel,Research & Development,Life Sciences,Female,Laboratory Technician,Single,Y,No,0
1369,35.0,817.0,1.0,1.0,60.0,5363.0,10846.0,0.0,12.0,3.0,80.0,10.0,0.0,9.0,7.0,0.0,0.0,3,4,2,2,4,2,1,3,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Married,Y,No,0
1371,27.0,793.0,2.0,1.0,43.0,5071.0,20392.0,3.0,20.0,4.0,80.0,8.0,3.0,6.0,2.0,0.0,0.0,1,4,1,2,4,2,0,3,Travel_Frequently,Sales,Life Sciences,Male,Sales Executive,Single,Y,No,0
1372,55.0,267.0,13.0,1.0,85.0,13695.0,9277.0,6.0,17.0,3.0,80.0,24.0,2.0,19.0,7.0,3.0,8.0,4,1,4,4,3,3,0,2,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Single,Y,Yes,1
1373,56.0,1369.0,23.0,1.0,68.0,13402.0,18235.0,4.0,12.0,3.0,80.0,33.0,0.0,19.0,16.0,15.0,9.0,3,4,3,4,2,1,1,3,Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Married,Y,Yes,0
1374,34.0,999.0,26.0,1.0,92.0,2029.0,15891.0,1.0,20.0,4.0,80.0,5.0,2.0,5.0,4.0,0.0,0.0,1,1,2,1,3,3,3,3,Non-Travel,Research & Development,Technical Degree,Female,Research Scientist,Divorced,Y,No,0
1375,40.0,1202.0,2.0,1.0,89.0,6377.0,13888.0,5.0,20.0,4.0,80.0,15.0,0.0,12.0,11.0,11.0,8.0,1,2,4,2,3,2,3,3,Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Divorced,Y,No,0
1377,34.0,285.0,29.0,1.0,86.0,5429.0,17491.0,4.0,13.0,3.0,80.0,10.0,1.0,8.0,7.0,7.0,7.0,3,2,3,2,3,1,2,3,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,Y,No,0
1379,31.0,703.0,2.0,1.0,90.0,2785.0,11882.0,7.0,14.0,3.0,80.0,3.0,3.0,1.0,0.0,0.0,0.0,3,3,2,1,4,3,0,4,Travel_Frequently,Sales,Life Sciences,Female,Sales Representative,Single,Y,No,1
1380,35.0,662.0,18.0,1.0,67.0,4614.0,23288.0,0.0,18.0,3.0,80.0,5.0,0.0,4.0,2.0,3.0,2.0,4,4,3,2,3,3,1,2,Travel_Frequently,Sales,Marketing,Female,Sales Executive,Married,Y,Yes,1
1382,38.0,693.0,7.0,1.0,57.0,2610.0,15748.0,1.0,11.0,3.0,80.0,4.0,2.0,4.0,2.0,0.0,3.0,3,4,4,1,3,4,3,3,Travel_Frequently,Research & Development,Life Sciences,Male,Research Scientist,Divorced,Y,No,0
1383,34.0,404.0,2.0,1.0,98.0,6687.0,6163.0,1.0,11.0,3.0,80.0,14.0,2.0,14.0,11.0,4.0,11.0,4,3,3,2,4,4,0,4,Travel_Rarely,Research & Development,Technical Degree,Female,Healthcare Representative,Single,Y,No,0
1387,28.0,736.0,26.0,1.0,48.0,4724.0,24232.0,1.0,11.0,3.0,80.0,5.0,0.0,5.0,3.0,0.0,4.0,3,3,2,2,1,3,1,3,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,Y,No,0
1389,31.0,330.0,22.0,1.0,98.0,6179.0,21057.0,1.0,15.0,3.0,80.0,10.0,3.0,10.0,2.0,6.0,7.0,4,4,3,2,3,4,2,2,Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Married,Y,Yes,1
1390,39.0,1498.0,21.0,1.0,44.0,6120.0,3567.0,3.0,12.0,3.0,80.0,8.0,2.0,5.0,4.0,1.0,4.0,4,1,2,2,4,4,2,4,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,Y,Yes,0
1391,51.0,541.0,2.0,1.0,52.0,10596.0,15395.0,2.0,11.0,3.0,80.0,14.0,5.0,4.0,2.0,3.0,2.0,3,2,3,3,2,2,0,3,Travel_Frequently,Sales,Marketing,Male,Sales Executive,Married,Y,No,0
1392,41.0,1200.0,22.0,1.0,75.0,5467.0,13953.0,3.0,14.0,3.0,80.0,12.0,4.0,6.0,2.0,3.0,3.0,3,4,3,2,4,1,2,2,Travel_Frequently,Research & Development,Life Sciences,Female,Research Scientist,Divorced,Y,Yes,0
1394,37.0,1439.0,4.0,1.0,54.0,2996.0,5182.0,7.0,15.0,3.0,80.0,8.0,2.0,6.0,4.0,1.0,3.0,1,3,3,1,3,4,0,3,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,Y,Yes,0
1395,33.0,1111.0,5.0,1.0,61.0,9998.0,19293.0,6.0,13.0,3.0,80.0,8.0,2.0,5.0,4.0,1.0,2.0,1,2,3,2,4,1,0,4,Travel_Frequently,Sales,Life Sciences,Male,Sales Executive,Married,Y,No,0
1396,32.0,499.0,2.0,1.0,36.0,4078.0,20497.0,0.0,13.0,3.0,80.0,4.0,3.0,3.0,2.0,1.0,2.0,1,3,3,2,2,1,3,2,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Married,Y,Yes,0
1397,39.0,1485.0,25.0,1.0,71.0,10920.0,3449.0,3.0,21.0,4.0,80.0,13.0,2.0,6.0,4.0,0.0,5.0,2,3,3,3,3,2,1,3,Non-Travel,Research & Development,Life Sciences,Male,Healthcare Representative,Married,Y,No,0
1399,25.0,1372.0,18.0,1.0,93.0,6232.0,12477.0,2.0,11.0,3.0,80.0,6.0,3.0,3.0,2.0,1.0,2.0,1,1,4,2,3,2,0,2,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,Y,No,0
1401,52.0,322.0,28.0,1.0,59.0,13247.0,9731.0,2.0,11.0,3.0,80.0,24.0,3.0,5.0,3.0,0.0,2.0,2,4,4,4,3,2,1,2,Travel_Frequently,Research & Development,Medical,Female,Manufacturing Director,Married,Y,Yes,0
1402,43.0,930.0,6.0,1.0,73.0,4081.0,20003.0,1.0,14.0,3.0,80.0,20.0,3.0,20.0,7.0,1.0,8.0,3,1,2,2,3,1,0,1,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Single,Y,Yes,0
1403,27.0,205.0,10.0,1.0,98.0,5769.0,7100.0,1.0,11.0,3.0,80.0,6.0,3.0,6.0,2.0,4.0,4.0,3,4,2,2,4,4,0,3,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,Y,Yes,0
1405,27.0,135.0,17.0,1.0,51.0,2394.0,25681.0,1.0,13.0,3.0,80.0,8.0,2.0,8.0,2.0,7.0,7.0,4,4,3,1,3,4,0,3,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Single,Y,Yes,1
1407,26.0,683.0,2.0,1.0,36.0,3904.0,4050.0,0.0,12.0,3.0,80.0,5.0,2.0,4.0,3.0,1.0,1.0,1,1,2,1,4,4,0,3,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Single,Y,No,0
1408,42.0,1147.0,10.0,1.0,31.0,16799.0,16616.0,0.0,14.0,3.0,80.0,21.0,5.0,20.0,7.0,0.0,9.0,3,3,3,4,1,3,1,3,Travel_Rarely,Human Resources,Human Resources,Female,Manager,Married,Y,No,0
1409,52.0,258.0,8.0,1.0,54.0,2950.0,17363.0,9.0,13.0,3.0,80.0,12.0,2.0,5.0,4.0,0.0,4.0,4,3,3,1,1,3,0,1,Travel_Rarely,Research & Development,Other,Female,Laboratory Technician,Married,Y,No,0
1411,37.0,1462.0,11.0,1.0,94.0,3629.0,19106.0,4.0,18.0,3.0,80.0,8.0,6.0,3.0,2.0,0.0,2.0,3,1,3,1,3,1,0,3,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Single,Y,No,0
1412,35.0,200.0,18.0,1.0,60.0,9362.0,19944.0,2.0,11.0,3.0,80.0,10.0,2.0,2.0,2.0,2.0,2.0,2,3,3,3,4,3,0,3,Travel_Frequently,Research & Development,Life Sciences,Male,Manufacturing Director,Single,Y,No,0
1415,25.0,949.0,1.0,1.0,81.0,3229.0,4910.0,4.0,11.0,3.0,80.0,7.0,2.0,3.0,2.0,0.0,2.0,3,1,3,1,4,2,1,2,Travel_Rarely,Research & Development,Technical Degree,Male,Laboratory Technician,Married,Y,No,0
1417,26.0,652.0,7.0,1.0,100.0,3578.0,23577.0,0.0,12.0,3.0,80.0,8.0,2.0,7.0,7.0,0.0,7.0,3,3,4,1,1,4,0,3,Travel_Rarely,Research & Development,Other,Male,Laboratory Technician,Single,Y,No,0
1419,29.0,332.0,17.0,1.0,51.0,7988.0,9769.0,1.0,13.0,3.0,80.0,10.0,3.0,10.0,9.0,0.0,9.0,3,2,2,3,1,1,0,2,Travel_Rarely,Human Resources,Other,Male,Human Resources,Single,Y,No,0
1420,49.0,1475.0,28.0,1.0,97.0,4284.0,22710.0,3.0,20.0,4.0,80.0,20.0,2.0,4.0,3.0,1.0,3.0,2,1,2,2,1,1,0,3,Travel_Frequently,Research & Development,Life Sciences,Male,Laboratory Technician,Single,Y,No,1
1421,29.0,337.0,14.0,1.0,84.0,7553.0,22930.0,0.0,12.0,3.0,80.0,9.0,1.0,8.0,7.0,7.0,7.0,1,3,3,3,4,1,0,3,Travel_Frequently,Research & Development,Other,Female,Healthcare Representative,Single,Y,Yes,1
1422,54.0,971.0,1.0,1.0,54.0,17328.0,5652.0,6.0,19.0,3.0,80.0,29.0,3.0,20.0,7.0,12.0,7.0,3,4,3,4,4,4,0,2,Travel_Rarely,Research & Development,Medical,Female,Research Director,Single,Y,No,0
